ID1,ID2
885,220
885,346
885,57
885,306
885,93
885,275
885,164
885,144
885,52
885,175
885,374
885,238
885,398
885,464
885,142
885,382
885,114
885,17
885,440
885,111
885,370
885,24
885,401
885,53
884,109
884,1
884,7
884,56
884,5
884,54
884,101
884,171
884,2
884,9
884,3
884,97
884,155
884,29
884,87
884,27
883,41
883,240
883,274
883,612
883,713
883,807
883,616
883,741
883,597
883,769
883,576
